track_id,track_name,artist_name,artist_id,community_id,umap_x,umap_y,playlist_count,log_playlist_count
1FOlGfdJdsq6NppmPNqdmb,Flake,C418,4uFZsG1vXrPcvnZ4iSQyrx,8,0.3769028,6.7763147,4,1.6094379124341003
5bEoMNE8AuautKnCVKHyxf,Dikapamigay,Realest Cram,3d0hhzHPK0jA5mKTeFIZc5,31,2.1730688,-1.7130044,11,2.4849066497880004
2BITQ360Knh6qNAOqR7Dyq,Miss The Rage (feat. Playboi Carti),Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,3,4.9271317,6.049957,14,2.70805020110221
4VcZGXmtAESfQPYKwpatfR,Srdcebeat,Kryštof,1S5J45qCGowVETVuq3vDyj,73,9.688886,13.195367,3,1.3862943611198906
220DxDXsbad852044JvLEz,Starry Moon,Noah Cloud,2u5MmECnGkUbYKNHhOQ6rf,58,-3.9403226,7.641249,3,1.3862943611198906
3nzc4SgSCinAI09fpGaHxT,Darlin' (feat. Sean Paul & Brodie),Luude,20cmhoGvN0eyzhmsHJH1Mg,50,3.8206115,2.3371305,5,1.791759469228055
4BHysBnR9QD9cSDlx0hC5s,Si Preguntan por Mí,Rich Vagos,1FCItwxfRieMGhR0eRxotU,53,-5.3379436,4.518208,3,1.3862943611198906
684DYzMh67ioLQQ9wJAfpm,loslassen,Aaron,1Z3Z5OW15EG3qwFaiqmXvQ,42,2.211647,8.305095,8,2.1972245773362196
5oxxcYAnxA79DHWNgmuHhU,In Too Deep,WEEKLESS,5dcTpvZKfsW5kr0UonRGTF,5,3.0945275,8.631328,3,1.3862943611198906
4AOOcHnZdU6qyUVtKZUEuF,Amava Nada - Ao Vivo,Lucas Lucco,06cd30Cv9US973Ika84gDw,18,7.7799,-0.21884497,3,1.3862943611198906
1I7Pdx7hEYo3E30efYHO6x,AUTOMOTIVO PA PA PAPAI - Slowed,DJ RIO,0ayuHZiwRQ5jXBaGGSEjBv,4,5.3838863,3.9343872,11,2.4849066497880004
0NB7pxxZrFEnSoLAtw1EIS,"Top Tucker (From ""Sarkar (Tamil)"")",A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,44,4.3547873,-7.7960176,3,1.3862943611198906
6mhOFESwSNssGppl5WbfV5,一点点（为什么晚上总是有星星）,董唧唧,0QwmLQKOeZobacsipWWvrT,78,4.6364603,-10.702271,5,1.791759469228055
5TXAySV8WBjAIMg3lPDCLN,Shout,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,0,1.5829086,5.304995,6,1.9459101490553132
2KtNeULMaw8sFkr8w13WWB,Ven Bailalo,Angel Y Khriz,7npqy7rgdX2D3yfVyWExKo,41,-2.7326653,5.1640725,9,2.302585092994046
577ECdNQYB6JPIPk1FdPBW,Burlao - Remix,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,12,-2.384498,4.676233,3,1.3862943611198906
1mP24Em4wyh3OoveqqUWwi,Ade Nona Remix - Remix,Antoaonebeat,4J0lag2Z9gaBmnqpipW9yK,21,-4.0649414,7.6119633,3,1.3862943611198906
4NwKXBAb62NNuoN8GGsbLu,Piensa en Mi,Talismanes del Ritmo y del amor,7FUvwgQOS0JMHnlm08PlQd,15,-4.1134944,4.7595987,4,1.6094379124341003
4gpext9x0CbdD9NWaa4nDj,Amanda,Boston,29kkCKKGXheHuoO829FxWK,0,1.5574864,4.7752953,9,2.302585092994046
2O0UWIMFeMtFR0LJMuIPjJ,Tennessee,Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,8,-0.8519158,7.5010557,12,2.5649493574615367
1zDN8pX2wk2LFl1zMa34WJ,Se Não Tivesse Ido / Frio da Madrugada / Mensagem Pra Ela - Ao Vivo Em Goiânia,Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,18,7.572356,-0.5220399,3,1.3862943611198906
0gSBSVrek88L0xnSUQwlst,El Intruso,Zacarias Ferreira,1LKPL2O3vA3ozNsmshDg3o,17,-1.6584592,2.1396625,6,1.9459101490553132
6SNwxbDxjzzN2VO3k6pXdR,สักวันฉันจะหายดี,Ink Waruntorn,1Twi7NfmUzbXF7lEMaGCqF,1,10.455759,9.091616,7,2.0794415416798357
1X4frH1kdwIeqspj1qdRG1,Jaati Hoon Main,Kumar Sanu,4K6blSRoklNdpw4mzLxwfn,10,1.7053704,12.553473,9,2.302585092994046
2xC1ZvUXxz9QgJyxUNsjhq,Loucuras Da Noite,mdmfact,2DAwzqvt4M7TLTYKAcqqfF,11,7.829755,2.4044542,4,1.6094379124341003
1Er4WgzhppOWFlmflkbwUL,On the bridge of Avignon,Pete Morton,4ZPuSOZorbyFg7JrwV1rxz,58,-3.881074,7.6585717,3,1.3862943611198906
4lfwM9i07jPYy2iHyBmHTP,Te Soñé - Bonus Track,Vicente Garcia,2Otnykd696YidQYfEGVmNq,17,-1.5818825,2.2125502,3,1.3862943611198906
4TACckbF3m5foOajUO8KFl,"Bochka, Bass, Kolbaser",XS Project,7FSj8kD4474FKP2gYjZPos,29,-11.078211,13.388057,5,1.791759469228055
